EpisodeID,ChapterTitle,ID,NextID,EventType,ScreenEffect,SpeakerID,ScriptID,Score,Choice1,Choice2,Choice3,MiniGame,SpeakerImageID,ImageID,VideoID,ARFilterID,FrameID,BGM,SFX
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
